Run ID,Size (MB),Tissue,Study,Tissue Code
SRR1045753,15692,colon,SRP000941,COLON
SRR1045656,15703,colon,SRP000941,COLON
SRR1534726,15723,colon,SRP000941,COLON
SRR1534725,15743,colon,SRP000941,COLON
SRR1534719,15758,colon,SRP000941,COLON
SRR1534718,15770,colon,SRP000941,COLON
SRR1045671,15783,colon,SRP000941,COLON
SRR1734370,15923,colon,SRP000941,COLON
SRR1045666,15966,colon,SRP000941,COLON
SRR1045637,16075,colon,SRP000941,COLON
SRR1534756,16101,colon,SRP000941,COLON
SRR1045645,16124,colon,SRP000941,COLON
SRR1045747,16127,colon,SRP000941,COLON
SRR1045742,16182,colon,SRP000941,COLON
SRR1045636,16187,colon,SRP000941,COLON
SRR1045676,16272,colon,SRP000941,COLON
SRR1045748,16323,colon,SRP000941,COLON
SRR1534715,16397,colon,SRP000941,COLON
SRR1045740,16484,colon,SRP000941,COLON
SRR1045743,16514,colon,SRP000941,COLON
SRR1045697,16563,colon,SRP000941,COLON
SRR1045738,16699,colon,SRP000941,COLON
SRR1045737,16728,colon,SRP000941,COLON
SRR1045725,16820,colon,SRP000941,COLON
SRR1534722,16862,colon,SRP000941,COLON
SRR1045668,16868,colon,SRP000941,COLON
SRR1045631,16893,colon,SRP000941,COLON
SRR1045669,16947,colon,SRP000941,COLON
SRR1045756,16974,colon,SRP000941,COLON
SRR1045739,17040,colon,SRP000941,COLON
SRR1534708,17172,colon,SRP000941,COLON
SRR1534720,17287,colon,SRP000941,COLON
SRR1534727,17414,colon,SRP000941,COLON
SRR1045630,17437,colon,SRP000941,COLON
SRR1045741,17604,colon,SRP000941,COLON
SRR1534712,17726,colon,SRP000941,COLON
SRR651662,17898,colon,SRP000941,COLON
SRR515184,18977,colon,SRP000941,COLON
SRR515185,19188,colon,SRP000941,COLON
SRR400559,19382,colon,SRP000941,COLON
SRR400558,19481,colon,SRP000941,COLON
SRR400561,19511,colon,SRP000941,COLON
SRR400560,19821,colon,SRP000941,COLON
SRR518272,21451,colon,SRP000941,COLON
SRR486237,23047,colon,SRP000941,COLON
SRR1534728,23487,colon,SRP000941,COLON
SRR1534721,24907,colon,SRP000941,COLON
SRR578655,25650,colon,SRP000941,COLON
SRR578657,25668,colon,SRP000941,COLON
SRR577638,26104,colon,SRP000941,COLON
SRR488136,26158,colon,SRP000941,COLON
SRR488684,26523,colon,SRP000941,COLON
SRR486238,26646,colon,SRP000941,COLON
SRR536243,26782,colon,SRP000941,COLON
SRR486239,26926,colon,SRP000941,COLON
SRR486241,27028,colon,SRP000941,COLON
SRR1534714,27141,colon,SRP000941,COLON
SRR486240,27534,colon,SRP000941,COLON
SRR486242,27825,colon,SRP000941,COLON
SRR488137,28088,colon,SRP000941,COLON
SRR488685,28214,colon,SRP000941,COLON
SRR577639,29103,colon,SRP000941,COLON
SRR577631,29832,colon,SRP000941,COLON
SRR536248,30036,colon,SRP000941,COLON
SRR536244,30044,colon,SRP000941,COLON
SRR536233,30688,colon,SRP000941,COLON
SRR547637,30727,colon,SRP000941,COLON
SRR1056400,30887,colon,SRP000941,COLON
SRR1056398,32508,colon,SRP000941,COLON
SRR1056399,32547,colon,SRP000941,COLON
SRR515191,33261,colon,SRP000941,COLON
SRR515189,33269,colon,SRP000941,COLON
SRR515190,34217,colon,SRP000941,COLON
SRR1171946,35071,colon,SRP000941,COLON
SRR515188,38187,colon,SRP000941,COLON
SRR547639,43379,colon,SRP000941,COLON
SRR547636,43426,colon,SRP000941,COLON
SRR536236,43914,colon,SRP000941,COLON
SRR547638,44506,colon,SRP000941,COLON
SRR446726,334,colon,SRP006309,COLON
SRR446729,373,colon,SRP006309,COLON
SRR446728,380,colon,SRP006309,COLON
SRR446727,388,colon,SRP006309,COLON
SRR446732,406,colon,SRP006309,COLON
SRR172839,458,colon,SRP006309,COLON
SRR446730,470,colon,SRP006309,COLON
SRR172838,480,colon,SRP006309,COLON
SRR172835,489,colon,SRP006309,COLON
SRR446731,491,colon,SRP006309,COLON
SRR446733,493,colon,SRP006309,COLON
SRR172834,497,colon,SRP006309,COLON
SRR172833,522,colon,SRP006309,COLON
SRR172832,523,colon,SRP006309,COLON
SRR172836,526,colon,SRP006309,COLON
SRR172837,531,colon,SRP006309,COLON
SRR172830,536,colon,SRP006309,COLON
SRR172831,554,colon,SRP006309,COLON
SRR172842,687,colon,SRP006309,COLON
SRR346798,744,colon,SRP006309,COLON
SRR172841,845,colon,SRP006309,COLON
SRR172840,846,colon,SRP006309,COLON
SRR172843,3161,colon,SRP006309,COLON
SRR314741,800,colon,SRP007506,COLON
SRR314739,820,colon,SRP007506,COLON
SRR314738,840,colon,SRP007506,COLON
SRR314740,976,colon,SRP007506,COLON
SRR363947,227,colon,SRP009269,COLON
SRR363948,252,colon,SRP009269,COLON
SRR363946,264,colon,SRP009269,COLON
SRR363944,344,colon,SRP009269,COLON
SRR363945,481,colon,SRP009269,COLON
SRR363949,717,colon,SRP009269,COLON
SRR363942,787,colon,SRP009269,COLON
SRR363941,965,colon,SRP009269,COLON
SRR363943,1626,colon,SRP009269,COLON
SRR364829,5340,colon,SRP009386,COLON
SRR364830,6106,colon,SRP009386,COLON
SRR364831,6945,colon,SRP009386,COLON
SRR393814,105,colon,SRP010064,COLON
SRR393817,151,colon,SRP010064,COLON
SRR393815,166,colon,SRP010064,COLON
SRR393820,230,colon,SRP010064,COLON
SRR393816,297,colon,SRP010064,COLON
SRR393819,425,colon,SRP010064,COLON
SRR393821,593,colon,SRP010064,COLON
SRR393818,1041,colon,SRP010064,COLON
SRR452334,741,colon,SRP011054,COLON
SRR413944,795,colon,SRP011054,COLON
SRR902610,2501,colon,SRP013288,COLON
SRR902611,3046,colon,SRP013288,COLON
SRR592579,3235,colon,SRP016118,COLON
SRR592573,3261,colon,SRP016118,COLON
SRR592574,4001,colon,SRP016118,COLON
SRR592581,4673,colon,SRP016118,COLON
SRR592576,5598,colon,SRP016118,COLON
SRR592580,6020,colon,SRP016118,COLON
SRR592575,6212,colon,SRP016118,COLON
SRR592577,6218,colon,SRP016118,COLON
SRR592578,6886,colon,SRP016118,COLON
SRR628732,111,colon,SRP017435,COLON
SRR628735,120,colon,SRP017435,COLON
SRR628722,128,colon,SRP017435,COLON
SRR628723,131,colon,SRP017435,COLON
SRR628730,134,colon,SRP017435,COLON
SRR628737,136,colon,SRP017435,COLON
SRR628721,141,colon,SRP017435,COLON
SRR628726,142,colon,SRP017435,COLON
SRR628734,142,colon,SRP017435,COLON
SRR628731,153,colon,SRP017435,COLON
SRR628728,157,colon,SRP017435,COLON
SRR628724,160,colon,SRP017435,COLON
SRR628727,164,colon,SRP017435,COLON
SRR628738,164,colon,SRP017435,COLON
SRR628725,170,colon,SRP017435,COLON
SRR628729,176,colon,SRP017435,COLON
SRR628733,182,colon,SRP017435,COLON
SRR628736,202,colon,SRP017435,COLON
SRR786499,1461,colon,SRP019758,COLON
SRR786494,1552,colon,SRP019758,COLON
SRR786496,1638,colon,SRP019758,COLON
SRR786497,2303,colon,SRP019758,COLON
SRR786498,2316,colon,SRP019758,COLON
SRR786500,2548,colon,SRP019758,COLON
SRR786501,2598,colon,SRP019758,COLON
SRR786495,5895,colon,SRP019758,COLON
SRR787306,514,colon,SRP019810,COLON
SRR787312,684,colon,SRP019810,COLON
SRR787311,723,colon,SRP019810,COLON
SRR787308,724,colon,SRP019810,COLON
SRR787307,769,colon,SRP019810,COLON
SRR787309,773,colon,SRP019810,COLON
SRR787310,776,colon,SRP019810,COLON
SRR787302,899,colon,SRP019810,COLON
SRR787297,900,colon,SRP019810,COLON
SRR787298,966,colon,SRP019810,COLON
SRR787301,968,colon,SRP019810,COLON
SRR787296,979,colon,SRP019810,COLON
SRR787300,981,colon,SRP019810,COLON
SRR787299,986,colon,SRP019810,COLON
SRR787305,1248,colon,SRP019810,COLON
SRR787303,1326,colon,SRP019810,COLON
SRR787304,1330,colon,SRP019810,COLON
SRR836224,456,colon,SRP021917,COLON
SRR836221,504,colon,SRP021917,COLON
SRR836216,505,colon,SRP021917,COLON
SRR836222,522,colon,SRP021917,COLON
SRR836226,530,colon,SRP021917,COLON
SRR836219,533,colon,SRP021917,COLON
SRR836215,549,colon,SRP021917,COLON
SRR836220,553,colon,SRP021917,COLON
SRR836213,559,colon,SRP021917,COLON
SRR836225,563,colon,SRP021917,COLON
SRR836217,571,colon,SRP021917,COLON
SRR836227,582,colon,SRP021917,COLON
SRR836218,611,colon,SRP021917,COLON
SRR836214,643,colon,SRP021917,COLON
SRR836223,645,colon,SRP021917,COLON
SRR901286,234,colon,SRP026044,COLON
SRR901289,359,colon,SRP026044,COLON
SRR901280,417,colon,SRP026044,COLON
SRR901282,453,colon,SRP026044,COLON
SRR901279,612,colon,SRP026044,COLON
SRR901281,620,colon,SRP026044,COLON
SRR901278,1002,colon,SRP026044,COLON
SRR901284,1223,colon,SRP026044,COLON
SRR901291,1260,colon,SRP026044,COLON
SRR901290,1370,colon,SRP026044,COLON
SRR901283,1405,colon,SRP026044,COLON
SRR901287,1439,colon,SRP026044,COLON
SRR901285,1653,colon,SRP026044,COLON
SRR901288,1774,colon,SRP026044,COLON
SRR901292,2180,colon,SRP026044,COLON
SRR927190,450,colon,SRP026621,COLON
SRR927191,452,colon,SRP026621,COLON
SRR1030463,3351,colon,SRP033057,COLON
SRR1030462,3415,colon,SRP033057,COLON
SRR1045067,2417,colon,SRP033582,COLON
SRR1046366,448,colon,SRP033646,COLON
SRR1046365,994,colon,SRP033646,COLON
SRR1057370,396,colon,SRP034691,COLON
SRR1057369,405,colon,SRP034691,COLON
SRR1107967,125,colon,SRP035391,COLON
SRR1107964,157,colon,SRP035391,COLON
SRR1107968,202,colon,SRP035391,COLON
SRR1107965,287,colon,SRP035391,COLON
SRR1107963,414,colon,SRP035391,COLON
SRR1107966,441,colon,SRP035391,COLON
SRR1238042,240,colon,SRP041162,COLON
SRR1238030,275,colon,SRP041162,COLON
SRR1238044,276,colon,SRP041162,COLON
SRR1238036,277,colon,SRP041162,COLON
SRR1238009,293,colon,SRP041162,COLON
SRR1238029,299,colon,SRP041162,COLON
SRR1238032,300,colon,SRP041162,COLON
SRR1238025,307,colon,SRP041162,COLON
SRR1238046,308,colon,SRP041162,COLON
SRR1238027,309,colon,SRP041162,COLON
SRR1238047,309,colon,SRP041162,COLON
SRR1238049,309,colon,SRP041162,COLON
SRR1238024,313,colon,SRP041162,COLON
SRR1238014,321,colon,SRP041162,COLON
SRR1238034,322,colon,SRP041162,COLON
SRR1238007,331,colon,SRP041162,COLON
SRR1238035,336,colon,SRP041162,COLON
SRR1238010,337,colon,SRP041162,COLON
SRR1238016,338,colon,SRP041162,COLON
SRR1238041,339,colon,SRP041162,COLON
SRR1238033,343,colon,SRP041162,COLON
SRR1238019,349,colon,SRP041162,COLON
SRR1238021,352,colon,SRP041162,COLON
SRR1238040,352,colon,SRP041162,COLON
SRR1238018,355,colon,SRP041162,COLON
SRR1238043,362,colon,SRP041162,COLON
SRR1238039,369,colon,SRP041162,COLON
SRR1238045,372,colon,SRP041162,COLON
SRR1238012,396,colon,SRP041162,COLON
SRR1238015,396,colon,SRP041162,COLON
SRR1238017,398,colon,SRP041162,COLON
SRR1238023,403,colon,SRP041162,COLON
SRR1238020,408,colon,SRP041162,COLON
SRR1238026,409,colon,SRP041162,COLON
SRR1238028,409,colon,SRP041162,COLON
SRR1238031,410,colon,SRP041162,COLON
SRR1238011,413,colon,SRP041162,COLON
SRR1238038,414,colon,SRP041162,COLON
SRR1238050,418,colon,SRP041162,COLON
SRR1238048,434,colon,SRP041162,COLON
SRR1238022,436,colon,SRP041162,COLON
SRR1238006,440,colon,SRP041162,COLON
SRR1238013,456,colon,SRP041162,COLON
SRR1238037,550,colon,SRP041162,COLON
SRR1238008,642,colon,SRP041162,COLON
SRR1271846,3764,colon,SRP041694,COLON
SRR1271845,3811,colon,SRP041694,COLON
SRR1274635,541,colon,SRP041753,COLON
SRR1274636,561,colon,SRP041753,COLON
SRR1274638,624,colon,SRP041753,COLON
SRR1274637,632,colon,SRP041753,COLON
SRR1274633,676,colon,SRP041753,COLON
SRR1274631,743,colon,SRP041753,COLON
SRR1274634,745,colon,SRP041753,COLON
SRR1274632,1013,colon,SRP041753,COLON
SRR1294340,1026,colon,SRP042158,COLON
SRR1294357,1068,colon,SRP042158,COLON
SRR1294366,1082,colon,SRP042158,COLON
SRR1294339,1099,colon,SRP042158,COLON
SRR1294351,1102,colon,SRP042158,COLON
SRR1294352,1102,colon,SRP042158,COLON
SRR1294369,1118,colon,SRP042158,COLON
SRR1294370,1123,colon,SRP042158,COLON
SRR1294349,1138,colon,SRP042158,COLON
SRR1294374,1139,colon,SRP042158,COLON
SRR1294365,1141,colon,SRP042158,COLON
SRR1294336,1157,colon,SRP042158,COLON
SRR1294371,1169,colon,SRP042158,COLON
SRR1294354,1172,colon,SRP042158,COLON
SRR1294342,1176,colon,SRP042158,COLON
SRR1294364,1180,colon,SRP042158,COLON
SRR1294341,1184,colon,SRP042158,COLON
SRR1294338,1196,colon,SRP042158,COLON
SRR1294367,1211,colon,SRP042158,COLON
SRR1294335,1215,colon,SRP042158,COLON
SRR1294345,1217,colon,SRP042158,COLON
SRR1294360,1225,colon,SRP042158,COLON
SRR1294373,1233,colon,SRP042158,COLON
SRR1294368,1244,colon,SRP042158,COLON
SRR1294343,1249,colon,SRP042158,COLON
SRR1294362,1250,colon,SRP042158,COLON
SRR1294355,1252,colon,SRP042158,COLON
SRR1294376,1259,colon,SRP042158,COLON
SRR1294375,1264,colon,SRP042158,COLON
SRR1294363,1276,colon,SRP042158,COLON
SRR1294358,1277,colon,SRP042158,COLON
SRR1294356,1315,colon,SRP042158,COLON
SRR1294348,1340,colon,SRP042158,COLON
SRR1294347,1363,colon,SRP042158,COLON
SRR1294346,1367,colon,SRP042158,COLON
SRR1294359,1369,colon,SRP042158,COLON
SRR1294337,1407,colon,SRP042158,COLON
SRR1294350,1433,colon,SRP042158,COLON
SRR1294372,1444,colon,SRP042158,COLON
SRR1294344,1452,colon,SRP042158,COLON
SRR1294361,1669,colon,SRP042158,COLON
SRR1294353,1839,colon,SRP042158,COLON
SRR1298959,191,colon,SRP042249,COLON
SRR1298958,192,colon,SRP042249,COLON
SRR1298957,197,colon,SRP042249,COLON
SRR1298971,199,colon,SRP042249,COLON
SRR1298970,200,colon,SRP042249,COLON
SRR1298974,201,colon,SRP042249,COLON
SRR1298941,202,colon,SRP042249,COLON
SRR1298973,202,colon,SRP042249,COLON
SRR1298940,204,colon,SRP042249,COLON
SRR1298965,205,colon,SRP042249,COLON
SRR1298969,205,colon,SRP042249,COLON
SRR1298964,207,colon,SRP042249,COLON
SRR1298947,208,colon,SRP042249,COLON
SRR1298972,208,colon,SRP042249,COLON
SRR1298939,210,colon,SRP042249,COLON
SRR1298946,210,colon,SRP042249,COLON
SRR1298953,212,colon,SRP042249,COLON
SRR1298944,213,colon,SRP042249,COLON
SRR1298952,213,colon,SRP042249,COLON
SRR1298963,213,colon,SRP042249,COLON
SRR1298943,214,colon,SRP042249,COLON
SRR1298950,215,colon,SRP042249,COLON
SRR1298962,215,colon,SRP042249,COLON
SRR1298945,216,colon,SRP042249,COLON
SRR1298949,216,colon,SRP042249,COLON
SRR1298961,216,colon,SRP042249,COLON
SRR1298968,216,colon,SRP042249,COLON
SRR1298967,217,colon,SRP042249,COLON
SRR1298951,220,colon,SRP042249,COLON
SRR1298942,221,colon,SRP042249,COLON
SRR1298948,222,colon,SRP042249,COLON
SRR1298960,223,colon,SRP042249,COLON
SRR1298966,224,colon,SRP042249,COLON
SRR1298956,239,colon,SRP042249,COLON
SRR1298955,240,colon,SRP042249,COLON
SRR1298954,248,colon,SRP042249,COLON
SRR1302912,372,colon,SRP042402,COLON
SRR1302911,378,colon,SRP042402,COLON
SRR1302908,498,colon,SRP042402,COLON
SRR1302907,503,colon,SRP042402,COLON
SRR1302914,540,colon,SRP042402,COLON
SRR1302913,546,colon,SRP042402,COLON
SRR1302900,665,colon,SRP042402,COLON
SRR1302899,670,colon,SRP042402,COLON
SRR1302910,895,colon,SRP042402,COLON
SRR1302909,905,colon,SRP042402,COLON
SRR1302906,1090,colon,SRP042402,COLON
SRR1302905,1101,colon,SRP042402,COLON
SRR1302904,1141,colon,SRP042402,COLON
SRR1302903,1150,colon,SRP042402,COLON
SRR1302902,1672,colon,SRP042402,COLON
SRR1302901,1689,colon,SRP042402,COLON
SRR1354898,529,colon,SRP043021,COLON
SRR1354362,583,colon,SRP043021,COLON
SRR1355793,605,colon,SRP043021,COLON
SRR1355795,614,colon,SRP043021,COLON
SRR1354752,627,colon,SRP043021,COLON
SRR1354789,632,colon,SRP043021,COLON
SRR1354753,661,colon,SRP043021,COLON
SRR1354900,694,colon,SRP043021,COLON
SRR1355796,717,colon,SRP043021,COLON
SRR1355794,721,colon,SRP043021,COLON
SRR1355414,752,colon,SRP043021,COLON
SRR1354899,764,colon,SRP043021,COLON
SRR1409977,21953,colon,SRP043273,COLON
SRR1409976,26211,colon,SRP043273,COLON
SRR1409979,27308,colon,SRP043273,COLON
SRR1409978,27772,colon,SRP043273,COLON
SRR1425295,7066,colon,SRP043391,COLON
SRR1425290,8503,colon,SRP043391,COLON
SRR1425296,11539,colon,SRP043391,COLON
SRR1425298,12457,colon,SRP043391,COLON
SRR1425297,12481,colon,SRP043391,COLON
SRR1425291,14869,colon,SRP043391,COLON
SRR1509408,155,colon,SRP044171,COLON
SRR1509406,161,colon,SRP044171,COLON
SRR1509407,172,colon,SRP044171,COLON
SRR1509413,176,colon,SRP044171,COLON
SRR1509409,178,colon,SRP044171,COLON
SRR1509412,179,colon,SRP044171,COLON
SRR1509403,181,colon,SRP044171,COLON
SRR1509411,184,colon,SRP044171,COLON
SRR1509401,188,colon,SRP044171,COLON
SRR1509410,188,colon,SRP044171,COLON
SRR1509404,189,colon,SRP044171,COLON
SRR1509398,192,colon,SRP044171,COLON
SRR1509400,195,colon,SRP044171,COLON
SRR1509399,199,colon,SRP044171,COLON
SRR1509402,215,colon,SRP044171,COLON
SRR1509405,238,colon,SRP044171,COLON
SRR1509416,257,colon,SRP044171,COLON
SRR1509419,258,colon,SRP044171,COLON
SRR1509414,259,colon,SRP044171,COLON
SRR1509417,259,colon,SRP044171,COLON
SRR1509415,263,colon,SRP044171,COLON
SRR1509418,264,colon,SRP044171,COLON
SRR1510200,1182,colon,SRP044229,COLON
SRR1510199,1338,colon,SRP044229,COLON
SRR1510198,1563,colon,SRP044229,COLON
SRR1510197,1923,colon,SRP044229,COLON
SRR1514574,518,colon,SRP044303,COLON
SRR1514575,594,colon,SRP044303,COLON
SRR1514572,612,colon,SRP044303,COLON
SRR1514573,627,colon,SRP044303,COLON
SRR1536579,514,colon,SRP045269,COLON
SRR1536583,646,colon,SRP045269,COLON
SRR1536582,710,colon,SRP045269,COLON
SRR1536580,1453,colon,SRP045269,COLON
SRR1536581,1536,colon,SRP045269,COLON
SRR1536584,1580,colon,SRP045269,COLON
SRR1536585,1666,colon,SRP045269,COLON
SRR1536578,3175,colon,SRP045269,COLON
SRR1536577,3574,colon,SRP045269,COLON
SRR1536576,15562,colon,SRP045269,COLON
SRR1536575,16047,colon,SRP045269,COLON
SRR1571750,396,colon,SRP046741,COLON
SRR1571751,466,colon,SRP046741,COLON
SRR1571747,513,colon,SRP046741,COLON
SRR1571749,698,colon,SRP046741,COLON
SRR1571746,717,colon,SRP046741,COLON
SRR1571748,783,colon,SRP046741,COLON
SRR1577902,6081,colon,SRP047266,COLON
SRR1580950,2799,colon,SRP047307,COLON
SRR1581014,2818,colon,SRP047307,COLON
SRR1581012,2818,colon,SRP047307,COLON
SRR1393726,3146,colon,SRP049008,COLON
SRR1616847,2722,colon,SRP049061,COLON
SRR1616850,2764,colon,SRP049061,COLON
SRR1616848,2854,colon,SRP049061,COLON
SRR1616849,2868,colon,SRP049061,COLON
SRR1616851,2900,colon,SRP049061,COLON
SRR1616856,2905,colon,SRP049061,COLON
SRR1616852,2909,colon,SRP049061,COLON
SRR1616859,2972,colon,SRP049061,COLON
SRR1616857,3039,colon,SRP049061,COLON
SRR1616858,3058,colon,SRP049061,COLON
SRR1616844,3086,colon,SRP049061,COLON
SRR1616860,3120,colon,SRP049061,COLON
SRR1616861,3129,colon,SRP049061,COLON
SRR1616845,3230,colon,SRP049061,COLON
SRR1616853,3234,colon,SRP049061,COLON
SRR1616846,3248,colon,SRP049061,COLON
SRR1616854,3386,colon,SRP049061,COLON
SRR1616855,3416,colon,SRP049061,COLON
SRR1616876,1915,colon,SRP049063,COLON
SRR1616870,1920,colon,SRP049063,COLON
SRR1616864,2543,colon,SRP049063,COLON
SRR1616872,2548,colon,SRP049063,COLON
SRR1616866,2554,colon,SRP049063,COLON
SRR1616873,2584,colon,SRP049063,COLON
SRR1616877,2584,colon,SRP049063,COLON
SRR1616863,2587,colon,SRP049063,COLON
SRR1616865,2718,colon,SRP049063,COLON
SRR1616868,2801,colon,SRP049063,COLON
SRR1616874,2869,colon,SRP049063,COLON
SRR1616869,2888,colon,SRP049063,COLON
SRR1616878,3153,colon,SRP049063,COLON
SRR1616867,3163,colon,SRP049063,COLON
SRR1616875,3278,colon,SRP049063,COLON
SRR1616871,3280,colon,SRP049063,COLON
SRR1636085,995,colon,SRP049436,COLON
SRR1636096,1090,colon,SRP049436,COLON
SRR1636088,1146,colon,SRP049436,COLON
SRR1636087,1155,colon,SRP049436,COLON
SRR1636103,1177,colon,SRP049436,COLON
SRR1636091,1181,colon,SRP049436,COLON
SRR1636095,1259,colon,SRP049436,COLON
SRR1636092,1272,colon,SRP049436,COLON
SRR1636097,1385,colon,SRP049436,COLON
SRR1636086,1393,colon,SRP049436,COLON
SRR1636105,1401,colon,SRP049436,COLON
SRR1636101,1445,colon,SRP049436,COLON
SRR1636098,1464,colon,SRP049436,COLON
SRR1636099,1464,colon,SRP049436,COLON
SRR1636094,1472,colon,SRP049436,COLON
SRR1636102,1511,colon,SRP049436,COLON
SRR1636100,1563,colon,SRP049436,COLON
SRR1636089,1567,colon,SRP049436,COLON
SRR1636093,1740,colon,SRP049436,COLON
SRR1636104,1984,colon,SRP049436,COLON
SRR1636090,2404,colon,SRP049436,COLON
SRR1640044,3990,colon,SRP049510,COLON
SRR1640047,5519,colon,SRP049510,COLON
SRR1640045,6330,colon,SRP049510,COLON
SRR1640046,8834,colon,SRP049510,COLON
SRR1640759,153,colon,SRP049515,COLON
SRR1640761,307,colon,SRP049515,COLON
SRR1640753,588,colon,SRP049515,COLON
SRR1662177,2491,colon,SRP050230,COLON
SRR5229616,2606,colon,SRP050230,COLON
SRR1662175,2729,colon,SRP050230,COLON
SRR1662176,3226,colon,SRP050230,COLON
SRR1696704,1426,colon,SRP050900,COLON
SRR1696701,1881,colon,SRP050900,COLON
SRR1696706,1954,colon,SRP050900,COLON
SRR1696699,1984,colon,SRP050900,COLON
SRR1696700,2258,colon,SRP050900,COLON
SRR1696707,2626,colon,SRP050900,COLON
SRR1696703,2887,colon,SRP050900,COLON
SRR1696705,2993,colon,SRP050900,COLON
SRR1696702,3109,colon,SRP050900,COLON
SRR1699575,1455,colon,SRP050990,COLON
SRR1699574,1631,colon,SRP050990,COLON
SRR1699570,1687,colon,SRP050990,COLON
SRR1699568,1754,colon,SRP050990,COLON
SRR1699572,1805,colon,SRP050990,COLON
SRR1699571,1911,colon,SRP050990,COLON
SRR1699567,1971,colon,SRP050990,COLON
SRR1699573,2076,colon,SRP050990,COLON
SRR1699569,2920,colon,SRP050990,COLON
SRR1756570,3513,colon,SRP052201,COLON
SRR1756572,5778,colon,SRP052201,COLON
SRR1756568,5808,colon,SRP052201,COLON
SRR1756569,5889,colon,SRP052201,COLON
SRR1756573,6102,colon,SRP052201,COLON
SRR1756571,6454,colon,SRP052201,COLON
SRR1756566,7218,colon,SRP052201,COLON
SRR1756567,7330,colon,SRP052201,COLON
SRR1756565,7399,colon,SRP052201,COLON
SRR1768105,610,colon,SRP052713,COLON
SRR1768106,653,colon,SRP052713,COLON
SRR1768103,699,colon,SRP052713,COLON
SRR1768107,788,colon,SRP052713,COLON
SRR1768102,1006,colon,SRP052713,COLON
SRR1768104,1019,colon,SRP052713,COLON
SRR1813867,338,colon,SRP055438,COLON
SRR1813891,436,colon,SRP055438,COLON
SRR1813881,441,colon,SRP055438,COLON
SRR1813868,558,colon,SRP055438,COLON
SRR1813884,608,colon,SRP055438,COLON
SRR1813897,669,colon,SRP055438,COLON
SRR1813890,705,colon,SRP055438,COLON
SRR1813869,721,colon,SRP055438,COLON
SRR1813887,775,colon,SRP055438,COLON
SRR1813898,1038,colon,SRP055438,COLON
SRR1813899,1061,colon,SRP055438,COLON
SRR1813878,1110,colon,SRP055438,COLON
SRR1813885,1114,colon,SRP055438,COLON
SRR1813883,1135,colon,SRP055438,COLON
SRR1813876,1177,colon,SRP055438,COLON
SRR1813880,1219,colon,SRP055438,COLON
SRR1813886,1253,colon,SRP055438,COLON
SRR1813879,1287,colon,SRP055438,COLON
SRR1813875,1330,colon,SRP055438,COLON
SRR1813896,1458,colon,SRP055438,COLON
SRR1813872,1723,colon,SRP055438,COLON
SRR1813895,1768,colon,SRP055438,COLON
SRR1813874,2013,colon,SRP055438,COLON
SRR1813882,2036,colon,SRP055438,COLON
SRR1813889,2039,colon,SRP055438,COLON
SRR1813870,2095,colon,SRP055438,COLON
SRR1813873,2204,colon,SRP055438,COLON
SRR1813893,2298,colon,SRP055438,COLON
SRR1813871,2692,colon,SRP055438,COLON
SRR1813892,2845,colon,SRP055438,COLON
SRR1813894,3091,colon,SRP055438,COLON
SRR1813888,4759,colon,SRP055438,COLON
SRR1813877,7753,colon,SRP055438,COLON
SRR1814012,243,colon,SRP055442,COLON
SRR1814035,645,colon,SRP055442,COLON
SRR1814033,673,colon,SRP055442,COLON
SRR1814031,747,colon,SRP055442,COLON
SRR1814018,820,colon,SRP055442,COLON
SRR1813993,847,colon,SRP055442,COLON
SRR1814034,857,colon,SRP055442,COLON
SRR1814030,911,colon,SRP055442,COLON
SRR1814029,931,colon,SRP055442,COLON
SRR1814028,981,colon,SRP055442,COLON
SRR1814014,1082,colon,SRP055442,COLON
SRR1814008,1088,colon,SRP055442,COLON
SRR1814001,1122,colon,SRP055442,COLON
SRR1814022,1122,colon,SRP055442,COLON
SRR1813996,1169,colon,SRP055442,COLON
SRR1814015,1176,colon,SRP055442,COLON
SRR1813997,1182,colon,SRP055442,COLON
SRR1814023,1182,colon,SRP055442,COLON
SRR1813998,1193,colon,SRP055442,COLON
SRR1814032,1202,colon,SRP055442,COLON
SRR1814013,1210,colon,SRP055442,COLON
SRR1814007,1253,colon,SRP055442,COLON
SRR1814000,1299,colon,SRP055442,COLON
SRR1813994,1341,colon,SRP055442,COLON
SRR1814025,1375,colon,SRP055442,COLON
SRR1814016,1387,colon,SRP055442,COLON
SRR1813991,1391,colon,SRP055442,COLON
SRR1814017,1420,colon,SRP055442,COLON
SRR1814004,1442,colon,SRP055442,COLON
SRR1814026,1480,colon,SRP055442,COLON
SRR1814027,1490,colon,SRP055442,COLON
SRR1814010,1556,colon,SRP055442,COLON
SRR1814024,1614,colon,SRP055442,COLON
SRR1813999,1678,colon,SRP055442,COLON
SRR1814019,1702,colon,SRP055442,COLON
SRR1814009,1739,colon,SRP055442,COLON
SRR1814006,1788,colon,SRP055442,COLON
SRR1814020,1864,colon,SRP055442,COLON
SRR1814003,1880,colon,SRP055442,COLON
SRR1814021,2277,colon,SRP055442,COLON
SRR1813995,2343,colon,SRP055442,COLON
SRR1814005,2456,colon,SRP055442,COLON
SRR1814011,2528,colon,SRP055442,COLON
SRR1814002,3780,colon,SRP055442,COLON
SRR1813992,3817,colon,SRP055442,COLON
